geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	database	userId
GO:0010629	negative regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0010629	1632	52	20.170418006430868	2.578032839151921	1.6941892333477426e-10	1.2447058521658505e-6	11909;12848;13134;13211;13486;13559;13665;13688;14105;14359;15228;17932;18667;18983;19055;19255;19821;20218;20666;20687;20823;22608;22770;26554;26992;27274;50754;52830;53379;53872;56086;56480;56484;58521;67050;67738;67996;70998;72465;72634;74164;74326;75339;75725;93686;93762;110796;114142;216742;217039;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027680;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000042699;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024539;ENSMUSG00000028676;ENSMUSG00000031601;ENSMUSG00000041912;ENSMUSG00000016409;ENSMUSG00000020115;ENSMUSG00000020530;ENSMUSG00000020950;ENSMUSG00000028161;ENSMUSG00000028423;ENSMUSG00000028675;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000068882;ENSMUSG00000091337;ENSMUSG00000016921;ENSMUSG00000020091;ENSMUSG00000020335;ENSMUSG00000021116;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027184;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000031870;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066037;ENSMUSG00000066551;ENSMUSG00000079184
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0045934	1397	47	17.265976688102892	2.7221164981871726	2.6141044884298026e-10	1.2447058521658505e-6	11909;12848;13134;13211;13486;13559;14105;15228;17932;18983;19055;19255;19821;20218;20666;20687;22608;22770;24015;26554;26885;26992;27274;50754;53379;56086;56484;58521;66505;67050;67384;67738;67996;70998;72465;72836;74164;75339;75725;93686;93762;110796;114142;216742;218914;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000042699;ENSMUSG00000046982;ENSMUSG00000058355;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024174;ENSMUSG00000024539;ENSMUSG00000028676;ENSMUSG00000031601;ENSMUSG00000037316;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028161;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000016921;ENSMUSG00000020335;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000041408;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066551;ENSMUSG00000079184
GO:0051253	negative regulation of RNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0051253	1277	44	15.7828577170418	2.787834800822558	5.164404459634397e-10	1.639354122303279e-6	11909;12848;13134;13211;13486;13559;14105;15228;17932;18983;19055;19255;19821;20218;20666;20687;22608;22770;24015;26554;26885;26992;27274;53379;56086;56484;58521;66505;67050;67384;67738;67996;70998;72465;74164;75339;75725;93686;93762;110796;114142;216742;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027804;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000042699;ENSMUSG00000046982;ENSMUSG00000058355;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024539;ENSMUSG00000028676;ENSMUSG00000031601;ENSMUSG00000037316;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028161;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000016921;ENSMUSG00000020335;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066551;ENSMUSG00000079184
GO:0010558	negative regulation of macromolecule biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0010558	1406	46	17.377210610932476	2.647145219674103	1.0344565204434275e-9	2.1155626637181513e-6	11909;12848;13134;13486;13559;13665;13688;14359;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26885;26992;27274;50754;53379;53872;56086;56484;58521;66505;67050;67738;70998;72465;72836;74164;74326;75339;75725;93686;93762;110796;114142;216742;218914;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027680;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024174;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020091;ENSMUSG00000020335;ENSMUSG00000021116;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027184;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000041408;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066037;ENSMUSG00000066551;ENSMUSG00000079184
GO:0031327	negative regulation of cellular biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0031327	1460	47	18.044614147909968	2.604655306827041	1.1107648134611736e-9	2.1155626637181513e-6	11909;12848;13134;13486;13559;13665;13688;14359;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26885;26992;27274;50754;53379;53872;56086;56484;58521;66505;67050;67738;70998;72465;72836;74164;74326;75339;75725;76089;93686;93762;110796;114142;216742;218914;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027680;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000062232;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024174;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020091;ENSMUSG00000020335;ENSMUSG00000021116;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027184;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000041408;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066037;ENSMUSG00000066551;ENSMUSG00000079184
GO:0009890	negative regulation of biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009890	1494	47	18.464831189710612	2.545379349375823	2.3326540699031284e-9	3.702310784614582e-6	11909;12848;13134;13486;13559;13665;13688;14359;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26885;26992;27274;50754;53379;53872;56086;56484;58521;66505;67050;67738;70998;72465;72836;74164;74326;75339;75725;76089;93686;93762;110796;114142;216742;218914;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027680;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000062232;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024174;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020091;ENSMUSG00000020335;ENSMUSG00000021116;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027184;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000041408;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066037;ENSMUSG00000066551;ENSMUSG00000079184
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:2000113	1351	44	16.69744774919614	2.635133264730131	2.938498333548978e-9	3.9976170900552736e-6	11909;12848;13134;13486;13559;13665;13688;14359;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26992;27274;50754;53379;53872;56086;56484;58521;67050;67738;70998;72465;72836;74164;74326;75339;75725;93686;93762;110796;114142;216742;218914;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027680;ENSMUSG00000027804;ENSMUSG00000028086;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024174;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020091;ENSMUSG00000020335;ENSMUSG00000021116;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027184;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000041408;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066037;ENSMUSG00000066551;ENSMUSG00000079184
GO:0006357	regulation of transcription by RNA polymerase II	http://amigo.geneontology.org/amigo/term/GO:0006357	1871	51	23.124296623794212	2.205472487648447	5.055435203793479e-8	6.017863680715663e-5	11843;11909;12607;12848;13134;13211;13486;13559;14479;15228;15500;16452;17536;17931;17932;18667;18983;18994;19055;19056;19255;19821;20585;20666;20687;22608;22634;22770;26554;26992;27274;53379;56480;56484;58521;66505;67050;67694;67738;67923;70998;72465;74164;75725;93761;110796;114142;192657;216742;353187;100862258	geneontology_Biological_Process	ENSMUSG00000001542;ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000024081;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027804;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000031099;ENSMUSG00000042699;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024539;ENSMUSG00000024789;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000019817;ENSMUSG00000019907;ENSMUSG00000020115;ENSMUSG00000020124;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028161;ENSMUSG00000028423;ENSMUSG00000028576;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000091337;ENSMUSG00000002428;ENSMUSG00000019878;ENSMUSG00000020335;ENSMUSG00000021816;ENSMUSG00000021877;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027206;ENSMUSG00000027210;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031870;ENSMUSG00000055639;ENSMUSG00000056854;ENSMUSG00000063632;ENSMUSG00000066551;ENSMUSG00000079658
GO:1903507	negative regulation of nucleic acid-templated transcription	http://amigo.geneontology.org/amigo/term/GO:1903507	1199	38	14.81883038585209	2.564304942465605	8.42654641619589e-8	8.198491497716231e-5	11909;12848;13134;13486;13559;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26885;26992;27274;53379;56086;56484;58521;66505;67050;67738;70998;72465;74164;75339;75725;93686;93762;110796;114142;216742;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027804;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020335;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066551;ENSMUSG00000079184
GO:1902679	negative regulation of RNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:1902679	1200	38	14.831189710610932	2.562168021680217	8.609147850169308e-8	8.198491497716231e-5	11909;12848;13134;13486;13559;15228;17932;18983;19255;19821;20218;20666;20687;22608;22770;26554;26885;26992;27274;53379;56086;56484;58521;66505;67050;67738;70998;72465;74164;75339;75725;93686;93762;110796;114142;216742;353187;100862258	geneontology_Biological_Process	ENSMUSG00000004364;ENSMUSG00000021775;ENSMUSG00000025626;ENSMUSG00000027104;ENSMUSG00000027804;ENSMUSG00000028282;ENSMUSG00000029265;ENSMUSG00000029629;ENSMUSG00000046982;ENSMUSG00000094870;ENSMUSG00000004980;ENSMUSG00000010505;ENSMUSG00000022361;ENSMUSG00000024539;ENSMUSG00000031601;ENSMUSG00000016409;ENSMUSG00000020950;ENSMUSG00000021156;ENSMUSG00000028423;ENSMUSG00000033565;ENSMUSG00000035992;ENSMUSG00000048756;ENSMUSG00000054766;ENSMUSG00000091337;ENSMUSG00000020335;ENSMUSG00000026484;ENSMUSG00000027109;ENSMUSG00000027206;ENSMUSG00000027552;ENSMUSG00000028639;ENSMUSG00000028790;ENSMUSG00000029563;ENSMUSG00000031660;ENSMUSG00000031715;ENSMUSG00000055639;ENSMUSG00000063632;ENSMUSG00000066551;ENSMUSG00000079184
